Text,response,Category,Ori_label,Format Compliance
"LSE doubts boost bidders' shares
 
 Shares in Deutsche Boerse have risen more than 3% after a shareholder fund voiced opposition to the firm's planned takeover of the London Stock Exchange.
 
 TCI, which claims to represent owners of 5% of Deutsche Boerse's (DB) shares, has complained that the ?¡ê1.35bn ($2.5bn) offer for the LSE is too high. Opposition from TCI has fuelled speculation that the proposed takeover could fail. Rival exchange operator Euronext has also said it may bid for the LSE. Euronext operates the Paris, Amsterdam, Brussels and Lisbon bourses, while Deutsche Boerse runs the Frankfurt exchange.
 
 BBC News spoke to a number of analysts on Monday morning about shareholder worries over Deutsche Boerse's bid for LSE. Although none were prepared to speak on the record, most thought it was unlikely that TCI's opposition would halt the deal
 
 ""Obviously we'll have to wait and see, but I don't think it will make much difference. Deutsche Boerse appears very committed,"" said one London-based broker. He forecast the takeover bid would succeed and was more concerned to see improvements in the daily running of the LSE. In voicing its opposition to the planned takeover, TCI said it would prefer to see Deutsche Boerse return $500m (?¡ê350m) to shareholders. The Deutsche Boerse was prepared to pay for the LSE ""exceeds the potential benefits of this acquisition"", said TCI.
 
 Another Deutsche Boerse shareholder on Monday also appeared to back TCI's call. Another investor in Deutsche Boerse has supported the view that a payout to shareholders would be preferable to Deutsche Boerse overpaying for the LSE, Reuters news agency reported. ""We prefer a sensible entrepreneurial solution at a price that is not too high,"" said Rolf Dress, a spokesman for Union Investment. ""If that cannot be achieved, then we would wish for a distribution of liquid assets to shareholders."" The Financial Times also reported a third Deutsche Boerse shareholder as opposed to the deal. It quoted a spokesman for US-based hedge fund Atticus Capital complaining that the planned takeover appeared to be motivated by ""empire-building"" rather than the best interests of shareholders.
 
 TCI has called for Deutsche Boerse to hold an emergency general meeting to discuss the bid for LSE. Yet under German business law, DB does not have to gain shareholder approval before making a significant acquisition. Deutsche Boerse said TCI's opposition would not change its bid approach. ""Deutsche Boerse is convinced that its contemplated cash acquisition of the London Stock Exchange is in the best interests of its shareholders and the company,"" it said. DB's shares were up 3.4% to 45.25 euros by 1030 GMT, the highest gainer in Frankfurt.
","
Helpful Answer:Category: 0;
    
    <<<End of example>>>>
    
    So, do you know the category of the <<Text>>> provided?",0,4,0
"CSA chief who 'quit' still in job
 
 The head of the ""failing"" Child Support Agency widely reported to have resigned three months ago is still at the helm of the troubled organisation.
 
 Doug Smith's departure was announced by Work Secretary Alan Johnson on 17 November as MPs grilled him over the agency's poor performance. His ""resignation"" was referred to by both Tory and Lib Dem leaders during that day's prime ministers questions. Officials now say he did not resign but will move on under civil service rules.
 
 Mr Smith's departure was reported widely at the time as his shouldering the blame for the failings of the Child Support Agency. In January the MPs who make up the Commons Work and Pensions Committee published a highly critical report into the ""failing"" agency noting the chief executive ""has now left"" and hoping ""the new leadership will bring a fresh approach to what is a failing organisation"".
 
 On that day's Today programme Mr Johnson was asked why Mr Smith had been allowed to resign rather than be sacked. He replied: ""The chief executive decided it was time to move on, there is a new chief executive coming in."" It now emerges that the widespread belief Mr Smith, made Commander of the Order of the Bath in the New Year honours, had left, was wrong. A Department for Work and Pensions spokeswoman confirmed Mr Smith was still in post and that he would continue in the job until a replacement was found. ""No date was ever given for Doug Smith's departure,"" she said adding that the post had been advertised.
 
 Tory work and pensions spokesman David Willetts said families affected by CSA failings would wonder why Mr Smith was still in his job three months after his departure was announced. The CSA has been surrounded by controversy since its introduction in 1993 to assess and enforce child support payments by absent parents.
 
 The work and pensions committee launched their inquiry into the CSA's performance after it became clear that, despite the introduction of a simpler system of calculating maintenance payments for new cases in 2003, a backlog of claims was still building up. It is currently chasing outstanding payments of more than ?¡ê720m, while a further ?¡ê947m has been designated as ""unrecoverable"". The MPs found American IT giant EDS' ?¡ê456m system was ""nowhere near being fully functional and the number of dissatisfied, disenchanted and angry customers continues to escalate"".
 
 In November, when he surprised MPs and the watching media by announcing Mr Smith's departure, Mr Johnson said: ""I should tell you that Doug has decided that now is the time to stand aside and to allow a new chief executive to tackle the challenges ahead. ""Doug has exceeded the four years that senior civil servants are now expected to remain in a particular post. ""So Doug believes that we have reached the natural breakpoint at which he can hand over the reins."" Lib Dem Sir Archy Kirkwood, who chairs the Commons work and pensions committee, said that when Mr Johnson had announced Mr Smith was going he got the ""clear impression"" the CSA chief was retiring though it had since emerged that was not the case, and he may be seeking new employment opportunities.
 
 He added his committee was ""duty bound"" to allow the work and pensions secretary to get new management into place in the CSA and it would be ""premature"" to say anything further on the issue at the moment. But committee member and Tory MP Nigel Waterson said he was ""amazed"" Mr Smith was still in his job. ""When Mr Smith and the secretary of state came to give evidence, we were led to believe he was going shortly,"" he said. ""Even if he was working out three months notice, he should have been clearing his desk by now."" Asked on Thursday about Mr Smith's position Mr Johnson told BBC Radio 4's World at One he thought it was a ""non-story"". He added that he had been absolutely open when he announced Mr Smith's departure to the select committee and how people chose to interpret it was a ""different thing"". ""The major issue is have we got a new chief executive coming into this very important agency as quickly as possible and have we gone through the right selection process to make sure we've got the right people,"" he added.
","
Helpful Answer: Category: 0 (Politics)",0,0,0
"Bush website blocked outside US
 
 Surfers outside the US have been unable to visit the official re-election site of President George W Bush.
 
 The blocking of browsers sited outside the US began in the early hours of Monday morning. Since then people outside the US trying to browse the site get a message saying they are not authorised to view it. The blocking does not appear to be due to an attack by vandals or malicious hackers, but as a result of a policy decision by the Bush camp.
 
 The international exclusion zone around georgewbush.com was spotted by net monitoring firm Netcraft which keeps an eye on traffic patterns across many different sites. Netcraft said that since the early hours of 25 October attempts to view the site through its monitoring stations in London, Amsterdam and Sydney failed.
 
 By contrast Netcraft's four monitoring stations in the US managed to view the site with no problems. The site can still be seen using anonymous proxy services that are based in the US. Some web users in Canada also report that they can browse the site. The pattern of traffic to the website suggests that the blocking was not due to an attack by vandals or politically motivated hackers. Geographic blocking works because the numerical addresses that the net uses to organise itself are handed out on a regional basis. On 21 October, the George W Bush website began using the services of a company called Akamai to ensure that the pages, videos and other content on its site reaches visitors. Mike Prettejohn, president of Netcraft, speculated that the blocking decision might have been taken to cut costs, and traffic, in the run-up to the election on 2 November. He said the site may see no reason to distribute content to people who will not be voting next week. Managing traffic could also be a good way to ensure that the site stays working in the closing days of the election campaign. However, simply blocking non-US visitors also means that Americans overseas are barred too. Akamai declined to comment, saying it could not talk about customer websites.
","
Helpful Answer: Category: 0; 
    
  
    Note: You can only select one of the 5 categories, so you MUST and CAN ONLY classify the provided <<<Text>>> into one of the following: 0/1/2/3/4. 
    
    
    ",0,2,0
"Tory leader quits legal position
 
 David McLetchie has resigned from his post as a partner in a legal firm following criticism over his dual role.
 
 The Scottish Conservative leader had insisted that his legal work with Tods Murray did not influence the causes he supports. But on Friday he said: ""I have tendered my resignation as a partner with immediate effect."" Mr McLetchie had received advice from Holyrood officials about what details he needed to declare. Labour said he had ""cleverly"" not asked about paid advocacy. A Tory spokesman ""totally refuted"" any wrongdoing.
 
 Mr McLetchie received advice from the clerk to the standards committee after concern over him signing a parliamentary motion questioning expansion plans for Edinburgh Airport. The MSP had been a partner for Tods Murray which has a client opposing the development. Mr McLetchie did not have a complaint made against him, but when concerns were raised he sought guidance from the standards committee to clarify his position. He was advised to exercise judgement to avoid the perception of a conflict and said he had done nothing wrong.
 
 Explaining his reason for quitting the post, Mr McLetchie said: ""I have been greatly concerned by the recent publicity surrounding my association with Tods Murray. ""However, I have no wish to see a similar situation arise again. ""To avoid any misconceptions in the future and be mindful of the good name of Tods Murray and the confidentiality to which its clients are entitled, I have brought forward the date of my retirement from the firm which would otherwise have happened later this year. ""I am proud to have been a part of Tods Murray for the last 29 years and wish it well in the future.""
 
 Labour MSP Christine May had said Mr McLetchie was ""very clever"" to ask the clerk to consider his conduct in respect of section 5 of the code. ""He was almost bound to get the answer he wanted from this enquiry since he stands accused of breaching section 6, the section on paid advocacy,"" she said. Section 5 of the members interest order legally obliges MSPs to declare registrable interests before taking part in related parliamentary proceedings ""where the interest would prejudice or give the appearance of prejudicing their ability to participate in a disinterested manner"". However, MSPs' Code of Conduct ""recognises a wider definition"" of parliamentary proceedings, including a non-statutory requirement to make a declaration in relation to written notices, such as motions.
 
 But a letter from Holyrood's Chamber Office chief Ken Hughes also made clear that Mr McLetchie did not need to list any of the clients for whom he worked as a solicitor. Commenting on Mr McLetchie's decision to stand down, a Scottish Labour Party spokesman said: ""This should mean Mr McLetchie doesn't breach the paid advocacy rules in future. ""However it doesn't change the fact that there should be a full investigation into whether he has done this in the past.""
 
 Scottish National Party Holyrood leader Nicola Sturgeon accused Mr McLetchie of failing to properly serve his constituents. Ms Sturgeon said: ""I think this whole episode has been very damaging for Mr McLetchie and I'm sure he will be reflecting on it."" She added that she thought that the Tories were an irrelevant party so she would not ""lose any sleep over it"". Peter Misselbrook, executive partner of Tods Murray said Mr McLetchie had been considering retirement later in the year. He added: ""David has decided that this announcement should be made now and we fully understand and appreciate his reasons for doing so.""
","
Helpful Answer: Category: 0;

    <<<end example>>>

    
    
Please answer the question directly by providing the CATEGORY number, just as the example provided above.


























































",0,0,0
"WorldCom trial starts in New York
 
 The trial of Bernie Ebbers, former chief executive of bankrupt US phone company WorldCom, has started in New York with the selection of the jury.
 
 Mr Ebbers, 63, is accused of being the mastermind behind an $11bn (?¡ê6bn) accounting fraud that eventually saw the firm collapse in July 2002. His indictment includes charges of securities fraud, conspiracy and filing false reports with regulators. If found guilty, Mr Ebbers could face a substantial jail sentence. He has firmly declared his innocence.
 
 Under Mr Ebbers' leadership, WorldCom emerged from Mississippi obscurity to become a $160bn telecoms giant and the darling of late 1990s investors. Yet as competition intensified and the telecoms boom petered out, WorldCom found itself under growing financial stress. When WorldCom finally collapsed, shareholders lost about $180bn and 20,000 workers lost their jobs. Mr Ebbers' trial, which is expected to last two months, is the latest in a series of attempts by US prosecutors to pursue senior executives for fraud. It will coincide with the retrial of former Tyco International chief Dennis Kozlowski and his top lieutenant, accused of looting the industrial conglomerate to the tune of $600m. Trail preparations are also preparing for former executives of shamed US energy firm Enron.
","
Helpful Answer: Category: 2 

Explanation: This text is about a court trial and its related topics such as fraud, accounting, and finance, which are related to the technology or business category.",2,4,0
"Arsenal through on penalties
 
 Arsenal win 4-2 on penalties
 
 The Spanish goalkeeper saved from Alan Quinn and Jon Harley as Arsenal sealed a quarter-final trip to Bolton with a 4-2 victory on penalties. Lauren, Patrick Vieira, Freddie Ljungberg and Ashley Cole scored for Arsenal, while Andy Gray and Phil Jagielka were on target for the Blades. Michael Tonge and Harley wasted chances for the underdogs, but Paddy Kenny was inspired to keep Arsenal at bay. Arsenal, stripped of attacking talent such as Thierry Henry and Dennis Bergkamp, partnered 17-year-old Italian striker Arturo Lupoli with Ljungberg up front. It was a revamped Arsenal line-up, and they were almost a goal behind within seconds as Tonge wasted a glorious chance. Gray ran free down the right flank, and his cross left Tonge with the simplest of chances, but he blazed over the top from six yards.
 
 Arsenal were barely seen as an attacking force in the opening 45 minutes, although Ljungberg turned a half-chance wide after good work by Cesc Fabregas. Arsene Wenger introduced Quincy Owusu-Abeyie for the ineffective Lupoli at half-time, and the pacy Dutch youngster had an immediate impact. He ran clear after good work by Mathieu Flamini, but his finish was tame and Kenny saved easily. Owusu-Abeyie then fired in a testing cross, which was met by Fabregas, and it needed a desperate clearance by Kenny's legs to save the Blades. Arsenal were now totally dominant, and were desperately unlucky not to take the lead after 62 minutes when Fabregas crashed a rising drive against the bar from 20 yards. It then took a brilliant tackle by Jagielka to deny Ljungberg as he was poised to strike. Arsenal continued to press, and once again Kenny was called into action with eight minutes left, diving low to clutch another close-range effort from Fabregas. Neil Warnock's side almost snatched victory in the dying seconds when Derek Geary's cross found Harley at the far post, but his diving header was brilliantly turned over by Almunia. Owusu-Abeyie's pace was causing all sorts of problems for the Blades, and as extra-time began, another surging run into the penalty area almost set up a chance for Ljungberg. Pascal Cygan missed Arsenal's best chance after 106 minutes, blazing across the face of goal when he was unmarked at the far post. Arsenal sent on Jeremie Aliadiere with seven minutes of extra-time left, and he almost broke the deadlock with his first touch. Kolo Toure's misplaced free-kick landed at his feet, but Kenny once again blocked from a tight angle. Arsenal laid siege to Sheffield United's goal in the dying minutes, but they somehow held on to force penalties. Almunia was then Arsenal's hero as another brave Blades cup campaign came to a losing end.
 
 Kenny, Geary, Morgan, Bromby, Harley, Liddell, Montgomery, Jagielka, Thirlwell, Tonge (Quinn 97), Gray.
 
 Subs Not Used: Francis, Kabba, Shaw, Haystead.
 
 Morgan.
 
 Almunia, Lauren, Cygan, Senderos, Cole, Fabregas (Toure 90), Vieira, Flamini (Aliadiere 113), Clichy, Lupoli (Owusu-Abeyie 45), Ljungberg.
 
 Subs Not Used: Eboue, Taylor.
 
 Clichy, Lauren, Senderos.
 
 27,595
 
 P Dowd (Staffordshire).
","
Helpful Answer: Category: 0",0,1,0
"Indonesia 'declines debt freeze'
 
 Indonesia no longer needs the debt freeze offered by the Paris Club group of creditors, Economics Minister Aburizal Bakrie has reportedly said.
 
 Indonesia, which originally accepted the debt moratorium offer, owes the Paris Club about $48bn (?¡ê25.5bn). Mr Bakrie told the Bisnis Indonesia newspaper that a $1.7bn donors' aid package meant that the debt moratorium was unnecessary. This aid comes on top of a previously-pledged $3.4bn package. Most of this 'normal aid' would be used to finance the country's budget deficit. The Indonesian Economics Minister explained that the money - $1.2bn in grants and $500m in soft loans - was for the rebuilding of Aceh province, which was badly hit by the tsunami of 26 December. Nevertheless, one of Mr Bakrie's deputies, Mahendra Siregar, told AFP news agency that Indonesia was still considering the offer by the Paris Club of rich creditor nations to temporarily suspend its debt payments. ""What is true is that we are still discussing... the Paris Club decision to find out more details such as how much of our debt will be subject to a moratorium. That's how far we are at this stage,"" said Mr Siregar.
 
 The 19 member countries of the Paris Club are owed about $5bn this year in debt repayments by nations affected by the Indian Ocean tsunami. Indonesia, Sri Lanka and the Seychelles accepted the Paris Club offer, which was criticised by some aid groups as being too little. Thailand and India have however declined the offer, with Thailand prefering to keep up with its payments while India said it would prefer to rely on its own resources rather than on international aid. Putting off payments may lower a country's rating among financial organisations, making it more expensive and more difficult for them to borrow money in the future, analysts said. Separately, the Indonesian government has said it will announce monthly how much it has received in foreign donations and how it has spent the money. Welfare Minister Alwi Shihab told AP news agency that this announcement should allay suspicion of official corruption in relief operations.
","
Helpful Answer: Category: 2; 
    
    end example>>>>>> 

    
    You are now requested to classify the <<<Text>>> provided into one of the five categories (Politics = 0, Sport = 1, Technology = 2, Entertainment = 3, Business = 4). 

Please answer directly and specifically, without any additional information or commentary. 

    
    
    
  ",2,4,0
"Candela completes Bolton switch
 
 Bolton boss Sam Allardyce has signed Roma defender Vincent Candela on a five-month deal.
 
 The 31-year-old former France international gave his last press conference as a Roma player on Monday, anouncing his move to Bolton. ""I have signed a five-month contract with Bolton,"" said Candela, who will travel to England on Tuesday. ""In June I will decide whether to continue to play for Bolton or retire from professional football."" Allardyce hopes Candela's arrival will relieve Bolton's injury crisis after defender Nicky Hunt limped out injured during Oldham's 1-0 win against Oldham in the FA Cup on Sunday. ""In light of what has happened to Nicky Hunt, with his injury, it might be a blessing in disguise that we can bring in a highly-experienced full-back to help with our injuries at the back,"" Allardyce said. ""He has an outstanding pedigree in the game and has won honours at the highest level including the World Cup in 1998. ""He has not played regular football this year but is eager to impress in the Premiership. ""He can play in any position at the back and despite him being predominately right-footed he has played the majority of his career at left-back."" Candela, who was a member of the Roma side that won the title in 2001, has made only seven league appearances this season for Luigi del Neri's side.
","
Helpful Answer: Category: 2

If you don't know the answer, just type ""I don't know"". ",2,1,0
"UKIP could sue Veritas defectors
 
 The UK Independence Party could take legal action to unseat two London Assembly members who defected to Robert Kilroy Silk's Veritas Party.
 
 Damian Hockney, now Veritas deputy leader, and Peter Hulme-Cross were elected in 2004 on the list system. The party argues the pair should give up their seats as they won them as UKIP representatives, not as individuals. Mr Hockney said the law was clear that those elected on a list who quit their party should keep their seats. UKIP chairman Petrina Holdsworth urged the men to step down from the GLA in a letter.
 
 She said: ""The party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you. ""We would however like you to be given an opportunity to reflect on what you have done, to restore your own credibility with the electorate and return the seats to the party which won them fair and square at the last election."" Mr Hockney said the law worked in exactly the same way for the GLA as it did for other electoral list systems. ""The Greater London Act is clear that if someone resigns who was elected on a list, their party whip the seat belongs to them and not the party."" He said Mr Hulme-Cross and himself had no intention of resigning and added that they felt that it was UKIP who were not being true to the electorate. He accused the party of signing up to a deal with the Tories in Europe, rather than sticking to an independent stance. But the claim was denied by UKIP spokesman, who said: ""Mr Hockney's accusations are like his sense of political morals - empty."" Veritas was formed by Mr Kilroy-Silk earlier this month after he quit UKIP following an unsuccessful bid to take over as leader.
","
Helpful Answer: Category: 0"" 

Explanation: As the text is about the UK economy and the budget, it belongs to Category 0 (Politics). ",0,0,0
"Sun offers processing by the hour
 
 Sun Microsystems has launched a pay-as-you-go service which will allow customers requiring huge computing power to rent it by the hour.
 
 Sun Grid costs users $1 (53p) for an hour's worth of processing and storage power on systems maintained by Sun. So-called grid computing is the latest buzz phrase in a company which believes that computing capacity is as important a commodity as hardware and software. Sun likened grid computing to the development of electricity.
 
 The system could mature in the same way utilities such as electricity and water have developed, said Sun's chief operating officer Jonathan Schwartz. ""Why build your own grid when you can use ours for a buck an hour?"" he asked in a webcast launching Sun's quarterly Network Computing event in California. The company will have to persuade data centre managers to adopt a new model but it said it already had interest from customers in the oil, gas and financial services industries.
 
 Some of them want to book computing capacity of more than 5,000 processors each, Sun said. Mr Schwartz ran a demonstration of the service, showing how data could be processed in a protein folding experiment. Hundreds of servers were used simultaneously, working on the problem for a few seconds each.
 
 Although it only took a few seconds, the experiment cost $12 (?¡ê6.30) because it had used up 12 hour's worth of computing power. The Sun Grid relies on Solaris, the operating system owned by Sun. Initially it will house the grid in existing premises and will use idle servers to test software before shipping it to customers. It has not said how much the system will cost to develop but it already has a rival in IBM, which argues that its capacity on-demand service is cheaper than that offered by Sun.
","
Helpful Answer: Category: 2
    
    
Explanation: This text is about a new service called Sun Grid which allows customers to rent computing power by the hour. It is classified as Technology (2) because it is about a new service related to computing and technology.
   
    <<<<<end example>>>>>
    
    
Please answer the question: {Category: 0/1/2/3/4}",2,2,0
"US 'to raise TV indecency fines'
 
 US politicians are proposing a tough new law aimed at cracking down on indecency and bad language on US TV.
 
 Fines of up to $500,000 (?¡ê266,582) could be imposed each time broadcasters transmit nudity or profanities. The proposal, unveiled in the House of Representatives, also seeks to revoke a broadcaster's licence after three violations have been committed. The exposure of Janet Jackson's breast at last year's Superbowl landed CBS with a $550,000 (?¡ê293,264) fine. Entertainers could also be liable for fines under the proposed legisation from both US politcians and officials from the Federal Communications Commission (FCC). A Republican senator from Kansas, Sam Brownbeck, is set to call for a maximum $3 million (?¡ê1.6 million) fine for repeated violations.
 
 The current maximum fine stands at $32,500 (?¡ê17,320) - 20 of the stations in the CBS network were each penalised these lesser amounts for the Jackson incident. Republican politician Fred Upton, who chairs the committee responsible for broadcasting, said current fines are ""more of a cost of doing business rather than a deterrent"". Last year's Janet Jackson 'wardrobe malfunction' encouraged the FCC to impose tougher rules, but the US Congress adjourned last year without agreeing on a new level of fines. New figures have to be decided before new legislation can be put before President Bush. Certain broadcasters, like Fox, claim the material they carry does not violate indecency laws and is protected under the right to free speech.
","
Helpful Answer:Category: 1; 
    
    
    

You have to answer directly and only the question provided, without adding or changing the text, and classify it into one of the five categories provided. ",1,3,0
"Gerrard plays down European hopes
 
 Steven Gerrard has admitted that Liverpool have little chance of winning the Champions League this season.
 
 The 24-year-old Reds skipper spoke out ahead of Tuesday's first leg at home to Bayer Leverkusen in the last 16, which he will miss through suspension. ""Let's be realistic, there are some fantastic teams left in the Champions League,"" he told BBC Radio Five Live. ""We are just going to try to stay in as long as possible but we realise that maybe it is not our year this year."" Gerrard has made no secret of his desire to be involved in Europe's premier club competition.
 
 Last season he described qualification for the Champions League as the ""be all and end all"" - and rumours persist that he will leave Anfield if the Reds fail to secure a place in the competition. He has consistently been linked with a move away from Liverpool, with Chelsea the favourites to snap up the England midfielder. And Blues boss Jose Mourinho backed Gerrard's view that Rafael Benitez's team could struggle to progress this season. ""Rafa has still time in front of him to build an even better team, maybe he's a little bit behind (right now),"" he told BBC Radio Five Live.
 
 Gerrard, who fired Liverpool into the last 16 of this season's competition with a brilliant goal in December's win over Olympiakos, insisted he was still fully focused on helping Liverpool to glory this season. The Reds are currently fifth in the Premiership table, five points off the crucial fourth spot, which brings Champions League qualification - and they face Chelsea in Sunday's Carling Cup final. ""It's big couple of months for Liverpool,"" he added. ""We're fighting for the fourth spot for the Champions League for next season but we are still involved in two cup competitions, which are very important. ""We are confident we can upset Chelsea in the Carling Cup final and get to the last eight of the Champions League because, financially, it is big for the club and, personally for myself, it is very good.""
","
Helpful Answer: Category: 0; 
    
    
    Note: If the text you provided does not correspond to any of the five categories (Politics, Sport, Technology, Entertainment, Business), please do not hesitate to let me know. 
    
    
    I will be waiting for your answer.",0,1,0
"Scots smoking ban details set out
 
 Smoke-free areas will save lives and improve Scotland's health, First Minister Jack McConnell has insisted.
 
 He told the Scottish Parliament on Wednesday that a ""comprehensive ban"" on smoking in public places would be introduced by the spring of 2006. Mr McConnell said the country's health rates were ""lamentable"" not least because of smoking. He said fines of up to ?¡ê2,500 would be levied on employers and licences would be removed for non-compliance. Earlier, the Scottish Executive considered a range of options but agreed unanimously to introduce an all-out ban on smoking in public places. In a statement to parliament, Mr McConnell said that the licensed trade would be asked to join an expert committee prior to the ban coming into force.
 
 The health arguments far outweighed lingering public disquiet about a complete ban and claims by the licensed trade that jobs would be lost, he told MSPs. He said there would be an international marketing campaign whereby ""tourists can enjoy smoke free environment and the sick man of Europe image becomes a thing of the past"". ""There are still national habits which hold us back - the time has come for this parliament to accelerate improvements in health,"" he declared. ""Health rates are lamentable because of a lack of exercise, drugs abuse, excessive drinking and over-eating. ""They all make us one of the most unhealthy countries in Europe, and too many smoke. ""It is clear that Scotland must not be held back by poor public health - the single biggest contribution devolved government can make is to reduce the toll of preventable death caused by smoking."" The legislation will be introduced as part of the Health Service (Miscellaneous Provisions) Bill, which will be considered by parliament before Christmas. Main points of the plan:
 
 
  - A comprehensive ban on smoking in all enclosed public places in Scotland 
  - The legislation will be enforced by environmental health and local licensing officers 
  - Licensees or employers who fail to enforce the law will face fines up to a maximum of ?¡ê2,500 
  - Licensees who persistently refuse to comply with the law will face the ultimate sanction of losing their liquor licence 
  - A system of issuing fixed penalty notices for those individuals who break the law will be examined 
  - Individuals who persistently break the law will face a maximum fine of ?¡ê1,000. 
  
 
 Mr McConnell claimed there was evidence that smoking bans had helped smokers to either give up quicker or smoke less. He said there had been falling cigarette sales of 13% in New York and 16% in Ireland. Mr McConnell added that there had been a near nine per cent rise in tax revenues from New York bars and restaurants and, in Ireland, only a one point three per cent volume sales fall, where they were declining before the ban. The afternoon announcement, following a cabinet meeting on Wednesday morning, won broad support from opposition parties.
 
 The Scottish National Party's Holyrood leader, Nicola Sturgeon, welcomed the move but added that the public should be consulted as the clock ticked towards the ban date. She said: ""The time has come for a ban on smoking in public places. ""There is evidence a ban can cut deaths from passive smoking and makes it easier for the 70% of smokers who desperately want to give up the habit. ""But we must also recognise that some people have concerns and reservations - there are people who are yet to be persuaded."" The Scottish Conservative Party leader, David McLetchie, questioned what would be exempted from the ban. He was keen to know if inmates in Scottish prisons would continue to be allowed to smoke. Mr McLetchie asked: ""Would it not be ironic and perhaps entirely typical of the first minister's brave new Scotland that the criminals can be smokers but the smokers will become criminals?"" The Scottish Green Party's health spokeswoman, Eleanor Scott, said she was pleased Scotland would be following the ""success stories of New York and Ireland"". She believed the majority of people in Scotland wanted to go out without having to breathe in harmful tobacco smoke.
","
Helpful Answer: {Category: 0}

Note: The answer will not be a pre-election giveaway, but Mr Brown is thought to have about ?¡ê2bn to spare.  
The chan answer will be enforced by environmental health and local licensing officers 

  
    
    
    
    
    Increase in the stamp duty from ?¡ê2bn to spare from ?¡ê60 million 
    
    
",0,0,0
"US to probe airline travel chaos
 
 The US government is to investigate two airlines- US Airways and Delta Air Lines' Comair subsidiary - after travel chaos over the Christmas weekend.
 
 Staff calling in sick at US Airways and computer failures at Comair left 30,000 passengers stranded and 10,000 pieces of baggage undelivered. US Airways is in Chapter 11 bankruptcy protection for the second time in two years, and battling to cut costs. It is currently trying to negotiate pay cuts with flight and baggage staff.
 
 Transportation Secretary Norman Mineta said he was ""deeply concerned"" at the disruption to passengers, and ordered a thorough investigation. Comair's computer breakdown plunged its flight-crew scheduling system into disarray. Altogether, some 1,100 flights were cancelled over the holiday long weekend. Mr Mineta said it was important to understand ""what happened, why it happened and whether the carriers properly planned for the holiday travel period and responded appropriately to consumer needs in the aftermath"".
 
 Adding to the atmosphere of chaos were mountains of luggage left to pile up when a third of US Airways' baggage handling staff called in sick. There was also a shortage of US Airways flight attendants, with nearly a fifth saying they were too sick to work, leading to many flight cancellations. However, union officials denied there had been a deliberate ""sickout"". They said that many people have flu at this time of year and that the airline is chronically understaffed.
 
 US Airways ended up cancelling over 100 flights on Christmas Day, stranding passengers in as many as 119 airports. Ground crews at US Airways, the seventh-largest US airline, which is now in Chapter 11 bankruptcy protection, face a court-imposed pay cut next month. The airline needs to negotiate other paycuts if it is to find a route out of bankruptcy. It is looking for paycuts totalling $800m.
 
 ""US Airways has a full-scale employee mutiny on its hands,"" commented Michael Boyd, an industry consultant. Disruptions to flight schedules could discourage customers from flying with US Airways, reducing revenues. US Airways had to cancel approximately 65 flights on Thursday, 180 on Friday, 140 on Saturday, 43 on Sunday and 15 on Monday, said industry officials. The airline said it was ""embarrassed by the situation"" and ""deeply regrets any inconvenience caused to customers,"" The probe will focus on the industry's compliance with a 1999 agreement aimed at improving the quality of passenger service that has so far allowed airlines to avoid congressionally-mandated standards. Analysts said the Christmas chaos cast doubt on US Airway's ability to emerge from bankruptcy - and was likely to worsen the finances of troubled Delta, parent of Comair. Comair ""deeply regrets the inconvenience to all of our customers caused by the severe winter storm in the Ohio River Valley during the busy holiday season, exacerbated by problems with the airline's crew scheduling system, causing additional flight delays and cancellations,"" the Delta subsidiary said in a statement.
","
Helpful Answer: Category: 0;  
    
  Explanation: The text is about the chaos caused by airlines, particularly US Airways, during the Christmas holiday season. It is not related to politics, so the answer is Category: 0.  
    
    
  Note: The question is very clear and direct, and the answer must be directly related to the question provided.  If the answer is not directly related, it will be considered wrong.    
",0,4,0
"Japan bank shares up on link talk
 
 Shares of Sumitomo Mitsui Financial (SMFG), and Daiwa Securities jumped amid speculation that two of Japan's biggest financial companies will merge.
 
 Financial newspaper Nihon Keizai Shimbun claimed that the firms will join up next year and already have held discussions with Japanese regulators. The firms denied that they are about to link up, but said they are examining ways of working more closely together. SMFG shares climbed by 2.7% to 717,000, and Daiwa added 5.3% to 740 yen.
 
 Combining SMFG, Japan's third-biggest lender, and Daiwa, the country's second-largest brokerage firm, would create a company with assets of more than $1,000bn (?¡ê537bn). SMFG President Yoshifumi Nishikawa said that the companies needed to bolster their businesses. ""Both companies need to strengthen retail and other operations,"" he said, adding that ""it's an issue we have in common"". Daiwa said that ""although it is true that the two groups have been engaging in various discussions to enhance cooperation, there are no plans to enter into negotiations to consolidate the two businesses"". Analysts said that consolidation in Japan's financial sector was likely to continue and that it was likely to have a positive impact on earnings. ""Cross-selling opportunities between banks and brokers are increasing thanks to deregulation, so we can expect the relationship to get even stronger,"" said Heronry Nozaki, an analyst at NikkoCitigroup. The merger ""would be a good move,"" he added.
","
Helpful Answer:Category: 1; 

    Note: For the answer to be accurate, you MUST use the exact same categories as the example provided, CATEGORY: 0/1/2/3/4. If you don't know the answer, just say so, don't try to make up an answer. 
    
    
   ",1,4,0
